DayStepNumber,MinPrice(cents/egg),MaxPrice(cents/egg),MeanPrice(cents/egg),MedianPrice(cents/egg),QuantityPurchased(egg)
101,123.24869601788916,142.86542396569772,135.41838078834232,136.19554522136215,271.68436199999996
102,123.24869601788916,142.8254285150968,133.08420089305937,133.2381405714347,312.8395999999999
103,123.24869601788916,142.36859228542696,137.72674755918837,141.1186225752343,202.473912
104,123.23963567585554,143.89694792751965,136.11242895822235,139.5431571715982,192.3453839999999
105,123.23963567585554,146.63578689507347,134.12298788392587,137.77199342737305,209.10919199999995
106,136.22744758250965,141.73316032888843,140.00925349940016,141.12680665271392,163.48879
107,124.25831740450437,142.43237061526625,135.98618275790935,137.98917922216563,303.50844599999994
108,124.25831740450437,143.30511091164198,134.04663673802312,133.38223924192334,276.750752
109,137.2234658553384,141.59191089060647,140.48866982553284,141.13385261630216,307.647325
110,124.18406124867073,141.81214672121735,135.37758872945298,137.26126714763032,313.624229
111,124.18406124867073,143.006136935773,135.42337789405698,139.26846062441243,406.442339
112,124.18406124867073,141.7400497263195,139.15951497193603,141.10562930668095,292.64029200000004
113,124.21350659052082,148.19937756261425,136.38426689872753,141.09554917066103,292.697324
114,124.21350659052082,165.65341991485414,136.5123576476279,140.16957057061995,399.306958
115,124.21350659052082,141.58130750156428,139.86485882995584,141.12284292292665,299.066969
116,125.19799272939927,141.49504475731698,136.8540960949631,141.09759626731383,243.81964900000006
117,125.19799272939927,142.8951996399041,136.10775200196005,139.17914894639873,303.845971
118,125.19799272939927,156.5721145064064,140.14112567512518,140.1564530946564,450.849611
119,125.19799272939927,157.67399325155307,136.7917721881475,140.11625425609606,520.6581700000002
120,125.31188871143091,150.01597996308303,136.40751910172315,140.11914270437856,638.3913179999998
121,125.31188871143091,141.3427300690122,139.4231474535815,140.131543880184,560.181722
122,126.26123616996992,141.16816657843657,137.82645408714814,140.12952508139517,606.4997579999997
123,126.26123616996992,146.30746899629227,136.3266393828049,140.10332438688394,648.6717199999999
124,126.26123616996992,143.22938571650207,139.81010427491236,140.13613612805682,545.30504
125,126.15804860924464,143.43176637116736,137.44589433255948,140.1120985092903,408.3909979999999
126,126.15804860924464,145.57206180989743,136.28632767012877,140.09837861007657,486.9408649999998
127,128.25516258775744,143.3992768320014,140.01378903617316,140.1312640245149,556.5567820000001
128,126.16340636982972,140.62114636478745,137.4836362423569,140.13187947244677,624.2654940000002
129,126.16340636982972,142.2698625715596,136.74566230903787,140.11131044322005,754.023055
130,128.30685460022843,143.23012327051168,139.98627116399965,140.140522241697,780.93644
131,127.14511613765713,143.23012327051168,138.53029582349814,140.14714382160716,832.4311810000002
132,127.14511613765713,143.47899672457947,138.0396998407225,140.12627228414874,1061.764713
133,129.23846699125906,143.63939881387006,140.2020673078221,140.14415331696026,883.013669
134,127.17148376600018,143.1824402104068,138.5343745750395,140.13179483995708,835.9340519999997
135,127.17148376600018,2000000.0,19367.828152980364,140.1316311148853,971.0580659999995
136,127.17148376600018,143.1613321773987,139.9067609781569,140.1320413990088,942.7590220000004
137,128.25211267474737,143.1613321773987,138.90450526216677,140.13356380035808,1026.5341620000004
138,128.25211267474737,144.01598871384905,138.20090398320184,140.1407646533516,1110.923703
139,129.26002083613068,142.5543472100763,140.0209711232066,140.13916948613328,1059.9845210000003
140,128.27330043215716,142.18154829449614,138.69061668467634,140.1321043192391,1224.965781
141,128.27330043215716,144.3746947961415,138.19220806723894,140.12673811050155,1157.3767909999997
142,129.25618576017666,143.44002941123293,139.98472701698338,140.1327370910429,1376.976842
143,128.18259980043052,142.5342524553573,138.9739453472512,140.13667076579551,1127.9573549999996
144,128.18259980043052,142.39832936475847,138.27408440733223,140.127810362197,1162.230455
145,129.22504643933948,140.18396228535047,139.86892885036409,140.12827284474315,1003.9422080000003
146,128.3190858687046,140.78251282905433,138.77395896069626,140.13262696831765,961.8571419999998
147,128.3190858687046,140.61909356744377,137.91310109451524,140.12668336058775,1023.7640060000001
148,130.25419827256968,142.3817978030016,139.7396631515516,140.1293962164881,877.293839
149,129.21184521859962,143.08223263447144,139.24739067810103,140.138091597889,966.3459660000002
150,129.21184521859962,143.0353650798209,137.82764159070936,140.12214798639934,848.4473939999999
