DayStepNumber,MinPrice(cents/kg),MaxPrice(cents/kg),MeanPrice(cents/kg),MedianPrice(cents/kg),QuantityPurchased(kg)
99,977.2241621931516,1221.0984576995565,1067.6250354544911,1022.8933268387725,9.254021999999994
100,993.2630851615132,1170.2909397708409,1065.460029458487,1042.587329034039,8.969775
101,987.8169245966415,1221.8300298669562,1115.980521722082,1141.05964349596,7.578217000000006
102,977.413504792859,1218.305033122668,1062.849499443934,1019.536794887792,8.471779
103,991.2483207470882,1168.3574603898326,1078.061261216923,1096.2686264160138,6.908348999999994
104,980.9571689576104,2000000.0,8202.620000811527,1106.4201484932305,12.461191999999995
105,982.3412466378201,1219.0391754862303,1058.3490827633445,1024.7572024128374,8.591667000000005
106,991.0802775024777,1164.20595861777,1055.1915652830642,1027.7743790529794,13.192560999999998
107,991.9028340080972,1219.3047127544944,1100.6986497987784,1111.2662120655837,10.348431000000003
108,990.9510522335515,1213.557982671521,1064.2331946877653,1034.2632722420085,9.524204000000008
109,1006.143899985015,1160.571516995925,1066.2950299944468,1037.4607447285778,8.182236000000001
110,995.5316833746208,1209.7001069037303,1093.9664370032324,1111.2237685706498,9.862320000000008
111,990.1982903411797,1210.6204429770257,1057.7646043392447,1028.5126564196332,10.540195000000004
112,998.660025788183,1208.2601054481547,1098.5782475460126,1115.8543928794625,9.834297
113,987.7518767285658,1204.3246202271796,1099.4698534009176,1111.9090087794482,13.490602000000012
114,986.9597937254031,1203.5669347338476,1052.2344111352463,1030.062987187594,9.816707999999997
115,999.9629643346542,1202.9746281714786,1077.1909374932309,1059.7875255253703,13.230986999999994
116,992.4116814116451,1198.4472292421124,1097.3995816660522,1108.2632972633253,14.429127999999999
117,992.4971938323389,1203.2684128050146,1078.7494824246048,1038.8306253504152,9.704667999999998
118,1001.8443042874383,1157.0056693277797,1073.7455179565845,1049.4370047436148,10.893495000000007
119,999.9230828397815,1205.0798751660845,1093.7389399031758,1107.2103699702943,13.685018000000001
120,1003.5809593321625,1198.9739014053089,1063.674840475242,1029.6839017116909,8.862892999999998
121,1005.471331008997,1153.3027708099069,1067.7051913733587,1043.7717915121366,12.743977999999998
122,1007.8838917756674,1192.2586369433816,1096.204134629449,1107.398197078023,13.395112000000012
123,1003.7204571612109,1189.5833872093924,1060.1539119203221,1035.5242341435353,10.400254999999998
124,1008.6385007076738,1151.609374100305,1070.6984837149287,1048.248551378738,16.929966999999994
125,1007.5125391506231,1189.734292674636,1098.540660384196,1111.2581029236671,13.448834999999997
126,996.1431381063064,1191.556967771221,1073.2198761836016,1043.28516010116,9.664420000000003
127,1006.7192657972982,1152.7377521613832,1083.8908632646749,1101.1145816846924,12.456960000000006
128,1009.421265141319,1189.5091098990367,1104.6679409192639,1117.208131040682,12.032695000000006
129,1009.6503792058982,1184.9678365872926,1059.3080517866235,1037.813650753631,11.815094000000009
130,1017.3586825205061,1179.6162315193458,1074.074649592192,1051.4018691588785,12.61930399999999
131,1010.1463589835683,1187.401668299344,1099.231386788892,1108.9117391888572,15.412058
132,1013.2689987937274,1183.5653497153808,1061.4733966800673,1041.0388471864555,11.925676999999999
133,1010.3561505430665,1148.4873213044398,1072.2603805996025,1052.1227286945148,13.427108999999994
134,1012.1457489878542,1177.2290271042968,1088.285697992798,1099.2291684308088,17.13904800000001
135,1013.872746605999,1179.307091566644,1064.1948569521126,1043.757378809848,11.545486
136,1015.907626740671,1148.8496774383598,1064.8751613381658,1045.7514630503715,17.38913999999997
137,1014.0074517756922,1176.3447759597905,1089.242897871689,1098.5772085421077,13.36152700000001
138,1013.1484149855909,1179.4770984863376,1061.6189156758282,1041.5858761569202,12.596385999999995
139,1018.1534595554785,1168.7207819804505,1069.9284729245073,1050.2195913691044,13.818776000000005
140,1016.4323225478571,1175.0881316098707,1072.755737544387,1057.1356657437705,18.61087999999999
141,1016.8850210471552,1173.676884024347,1069.8896517437001,1052.4100189433802,18.698615000000004
142,1016.6195190947667,1172.229874278346,1076.5726626284393,1062.4035615814637,18.183264000000005
143,1017.7033039856102,1162.7613053259524,1092.346988661384,1103.4677059610735,16.624394000000002
144,1016.1525922476025,1174.0878804778538,1060.9481316369206,1045.464976923273,10.235292000000001
145,1025.0467956145824,1136.9308413288227,1067.572494876963,1051.328681926545,18.034632000000006
146,1020.4329551252459,1170.2750146284377,1096.012208390256,1105.7915997874113,16.93016499999999
147,1017.2490048651039,1169.4854264123785,1057.1100632465914,1043.8867402637618,17.906945000000018
148,1024.2903131401815,1142.4336925309537,1068.2937996991132,1052.0296115947835,17.518901000000003
149,1019.7606961566353,1168.6680106348788,1088.3595620442543,1098.105006600293,17.976441000000012
150,1019.7218545920027,1172.7912431587179,1060.3990062036225,1045.7722398264732,14.392245999999997
