DayStepNumber,MinPrice(cents/kg),MaxPrice(cents/kg),MeanPrice(cents/kg),MedianPrice(cents/kg),QuantityPurchased(kg)
34,178.9855560580837,2000000.0,6372.020468016951,269.345154592896,159.4728080000001
35,179.3875340752489,3731.3432835820895,326.7004756497352,320.568225409459,179.55148399999985
36,179.7506601556983,3372.681281618887,280.3357073783517,281.39319946588284,136.83908700000003
37,182.27316985977902,374.67216185837395,263.99883573001205,268.9052813780482,168.93130100000002
38,216.26368800944095,546.7468562055768,286.9727525494662,275.78659853634537,178.8151209999999
39,200.24177340047612,388.1485315047225,278.9352589922661,282.71282422085096,166.01090500000012
40,200.32816917186707,1275.5102040816328,267.4785917862665,276.5944494596676,184.18815700000016
41,200.94930210454055,1021.9724067450179,305.9799376609453,335.0236533715483,193.25749399999995
42,218.5772580161325,358.3587170757928,291.11231046175294,290.34560561926475,163.39231200000006
43,218.91758451616107,440.7227853680035,269.0974178450978,277.03209522127736,175.828697
44,219.63860188121785,382.87587642681086,320.19631806550416,340.2517863218782,200.43181100000004
45,220.32382356258375,2000000.0,5952.487729700293,282.8957379185303,154.25423499999994
46,220.38228638934376,374.93204356710345,285.05140915660394,282.02398154485763,189.12090100000003
47,220.4845824377629,445.7917261055635,324.4467430045571,349.08629307381057,182.2135439999999
48,222.43473948925015,2047.0829068577277,324.7610180508898,339.0582187444147,146.5053999999999
49,232.3979432086224,2000000.0,6318.702673059505,352.7054862162696,148.88504199999994
50,233.08616487932588,599.610253335332,338.0276129464264,359.73529738378596,140.86013799999998
51,222.43850984315569,3906.25,296.42786241535606,269.8618307426598,141.92747299999994
52,224.51857211908353,1016.7768174885613,295.3176307380559,279.90567153924104,191.68978799999994
53,224.44185770943844,548.7470276202671,334.92728271221006,358.6678285867806,150.63591200000008
54,224.76266467377104,731.528895391368,292.5062549640598,283.30101255259444,147.25755299999992
55,226.25184115292453,667.5567423230975,294.4893047622115,277.95425190020876,179.67198600000003
56,226.51567474572573,13422.818791946309,367.7494550002825,331.9738214929337,145.9645320000001
57,226.42065067460854,2000000.0,6319.267077504044,286.5329512893983,161.21129699999983
58,236.57280359049923,2000000.0,6820.052747859302,277.0279940561503,156.80215000000013
59,236.42341931128354,1233.0456226880394,319.46559724055516,331.42956304397035,138.43085800000011
60,236.54606809532507,1087.5475802066342,318.5648441104783,284.32066216793646,143.97810100000004
61,240.61288915124607,1586.0428231562253,313.4837846865626,279.01357183447584,157.93263599999995
62,241.28090652187495,4987.5311720698255,334.27785346536086,331.2588424620735,157.946678
63,240.77073574822455,473.186119873817,334.1426612706763,331.0282783678564,142.859631
64,240.63361540055138,2000000.0,6394.2607251319105,284.85785754406544,142.11291299999993
65,242.57662141112465,597.8477481068155,326.01311117197224,330.97095691006757,179.70296399999992
66,278.82962067954304,2680.965147453083,367.1842137023306,352.47480034057304,149.03737500000003
67,244.8131318468421,4796.163069544365,342.0778775543793,296.07973611957186,131.50725599999993
68,244.72888722379247,2000000.0,6485.3248363268485,351.4828284961815,144.31252100000003
69,286.61956499607663,689.9724011039558,333.8807258090956,330.26319931324076,133.18556800000002
70,248.10817516437166,695.7328385899815,318.47941389017853,294.2273282447971,149.83990799999998
71,247.95842128788297,1117.31843575419,373.9500555327867,379.8193346127953,136.671076
72,248.88188882780346,506.8423720223011,298.4665926895673,292.46951063152943,125.07740099999998
73,251.80785123966945,1207.729468599034,323.3288199186681,295.351172544155,182.42458299999984
74,251.70381034679014,2659.5744680851067,316.42462392628585,292.5479343743823,173.018065
75,289.57764338665623,7380.073800738008,357.07432365468304,346.4251834920306,175.05582999999984
76,255.62689008973277,2000000.0,5861.14795486178,295.26717036803336,158.91240499999992
77,256.0150289650107,2076.8431983385253,326.3330372214093,297.10603355761424,190.570437
78,290.542978952455,27777.777777777777,421.87491568620095,299.3620986833954,141.63405799999998
79,287.7219455118573,465.33271288971616,317.63720305882674,296.7674064727668,163.9420379999999
80,256.90639176598756,593.6479667557138,327.728540646977,308.641975308642,170.70064299999993
81,257.63335225730015,2000000.0,6079.935686484793,315.01494213277607,163.59006399999987
82,257.65836142411223,582.1851348728896,314.735803278283,297.1583097635561,163.54881299999997
83,257.7577501690588,544.2917403728399,327.12252011677833,343.34929865516546,181.258893
84,290.60950181908845,2000000.0,6071.581166914165,348.47870342296653,164.142883
85,260.05054732513634,614.6281499692686,325.93893123006796,300.9896006730679,139.40641800000003
86,259.64415768189696,926.7840593141797,314.9461882540252,298.9955810515159,175.082866
87,259.8872026153527,1663.893510815308,319.27916170725683,299.08815687341144,201.32910599999997
88,262.0284771863964,469.6489374192791,318.5327298314177,297.2887953235781,193.97221299999998
89,261.8587080240491,4464.285714285715,346.0482636348613,344.7879554074245,187.01796000000002
90,261.9077295913135,511.31279560270997,309.57563049359044,298.07147754031416,167.09666500000003
91,263.6554116824162,585.308750365818,312.2244702745318,297.7029951185307,194.80816900000008
92,263.8985263595819,447.9713298348905,327.26953281428587,341.5729510983944,200.7164810000001
93,264.34130238442145,726.7441860465116,305.0272727878177,298.8999197653984,175.04509600000006
94,265.9587898538405,1096.4912280701753,308.5176973962014,299.10783353101954,210.26593700000024
95,265.77891964276586,2447.980416156671,308.3410011614193,296.0678488820355,214.4077380000002
96,291.3738019169329,353.71399696816576,302.0870678192806,298.7187333866933,219.36152800000002
97,266.1908925650188,689.1798759476223,296.76813773679805,293.627662153271,220.8151670000001
98,266.7024399280702,578.7037037037037,295.9580294638967,292.2448983043862,233.97217700000016
99,287.58346841041697,359.496704613541,291.9069173191386,290.6662901846146,234.38069900000016
100,268.11842987231677,358.44435151442735,288.80743572849104,288.31891738746396,240.57143300000033
101,267.62470905950187,344.99942500095835,287.7587365618037,285.47027659690883,251.18228199999984
102,268.0838313910397,375.8868580557252,286.69609158905774,285.12409876858294,252.9908069999999
103,269.13822584726165,335.8146303240611,280.7816001879785,279.049383181026,260.09530900000027
104,269.5785588529932,314.1394150724091,280.30257634579027,278.3211599220201,268.83088799999996
105,268.9949312280429,404.4080477201496,276.03934167740715,274.7238857765466,268.94307100000003
106,268.55170067824224,321.03587575911604,272.59308511409466,269.9152185377148,278.05200200000024
107,268.51024861222595,296.11727440499874,272.18519929646646,269.86749734938843,279.8787469999998
108,261.5641235658813,289.8952908120537,267.2659949174333,263.22845614058036,282.11860599999983
109,261.51799991033664,289.83148086020395,265.4974610015978,262.8648444557025,286.4852360000002
110,261.48982077459715,289.00605350517475,264.7322897692852,262.8498166577565,290.1599000000004
111,260.49025148346993,278.6236893391046,263.52534026434694,262.05159398837765,292.112367
112,255.5143650176013,278.5010653414408,261.13924325522163,260.9441404515925,293.34366499999965
113,255.41572048866752,278.6602017499861,259.5602089162737,256.9942987038615,295.74759899999987
114,255.46706699408549,270.0277051547196,260.365485407279,257.07933358619346,298.377205
115,254.48099850694678,358.60288316718066,260.37106537916355,255.96753424667554,296.858562
116,254.07842930597064,294.00759074143366,260.7607791252743,256.05571772417676,299.66956999999996
117,254.40568768607713,332.35210331402527,259.780538289673,255.8815343315207,298.5042690000001
118,256.5028487578957,332.07146177857476,261.15554354964877,257.9603525761581,302.1193770000001
119,256.49629049696154,271.1267008964126,260.9596598215456,257.9544816556429,301.1874879999999
120,256.49845507866945,270.3172365855071,260.0138284890427,258.01774793509014,303.303858
121,258.4391138984248,270.6871045922382,260.93514780121166,259.88871347996326,305.0208639999998
122,258.54451604268723,967.1179883945841,262.58507488554926,259.98756590926257,305.2189969999998
123,256.47188481920927,264.24690447800634,257.9425377658747,257.7703737521824,305.7905370000002
124,256.52788005359923,265.8593404694411,258.72765254840425,258.659872733362,310.3505060000002
125,255.49006559558893,290.43671120029575,257.508949376986,256.88341141170355,310.9714670000002
126,251.44581342720645,264.7118411965567,254.67857831810022,252.8904871498897,313.91805300000004
127,251.46737755864424,272.3085848241242,253.9717238661128,252.72199533735397,317.57150700000017
128,251.45707815546118,271.80256795064196,254.53269640339514,252.72184330083775,317.8598549999998
129,252.4788165894636,272.9778314082709,254.90950056770535,253.71995897899393,317.41152000000005
130,248.4810119093399,274.20719634076386,252.76926822504564,249.94733067695324,316.86075700000004
131,248.4989019641892,279.6926913355621,252.68957129812168,249.8465570448294,318.25592299999994
132,248.49082741493652,264.984246456793,254.6807662917743,249.9718782027559,319.48175699999996
133,248.5016380522177,282.8783964836039,254.10603341446938,249.76720630928594,316.90483699999993
134,248.4600503526553,279.3277400880468,254.8318726620446,249.9777938444281,316.51205699999974
135,248.49093525775757,279.3180829892113,256.10410411932014,249.86362761834448,315.9483810000002
136,253.49932844914744,279.9265970256688,260.74328989508666,254.92434160602733,314.61817900000017
137,253.48505317325188,269.69504963363715,260.339187556375,255.11092713290694,308.75486999999987
138,253.49594628850804,271.14923698927504,260.570578006512,254.9451636349018,309.33097699999973
139,261.5066691715198,271.72703985965535,265.6244468893787,266.56621140805464,309.6360450000003
140,261.5617246977724,284.8739625198257,266.53198555165307,264.7076905985207,304.3668789999998
141,262.65459260612226,293.0647641616457,269.4537630522423,271.1108403102834,303.17737100000016
142,262.32573224650986,285.20602509813017,272.6253893999665,272.3402460901604,298.84463900000014
143,263.69339130351904,297.1541530868278,275.1417006184695,273.0778930594844,290.0827209999999
144,264.35606358527997,297.360395489326,277.66521064975257,277.40393022718365,291.40025400000036
145,263.6024313814795,297.5041526621309,279.0277572516543,276.8684549111578,289.0577309999999
146,263.657538499461,310.4241475107646,281.3597854256607,277.32185462004645,286.7293290000001
147,267.5989604567442,310.30288548496026,287.82565518741944,289.63074454093527,267.98646000000014
148,263.9427772059018,311.5800914813641,287.80986288477413,279.2490738541268,235.75531999999993
149,263.926126433489,322.29922530065795,291.89934891241217,283.8127856065462,225.24858400000002
150,264.56989646282955,321.6280775669118,295.89336890449835,309.8174357072348,208.0638690000001
