DayStepNumber,MinPrice(cents/kg),MaxPrice(cents/kg),MeanPrice(cents/kg),MedianPrice(cents/kg),QuantityPurchased(kg)
26,153.93294054317127,2000000.0,7833.50435222945,257.4294390504905,125.24769000000002
27,154.91336023463415,953.2888465204957,257.2905773287968,259.52863107449144,90.92789500000005
28,153.73292764535415,369.4126339120798,206.1191494358719,185.902751845691,53.79567800000002
29,158.21264910129565,287.8495506348682,211.21538151950668,216.08620900233936,57.93390099999999
30,164.12500854817753,429.9226139294927,242.4699641876323,247.9166489330008,53.669723999999995
31,158.02695176908446,307.37075059937297,224.6045363000268,251.89335144430515,56.509421999999994
32,160.17755509128392,291.56064461407976,225.07375134596558,222.99535335698656,63.33113699999999
33,160.12963076864344,446.7609828741623,238.37555214442025,251.09143772613123,52.912456000000006
34,160.05915636656357,12499.999999999998,343.9252470106539,254.18491294243736,72.57709199999996
35,163.05763719675724,540.5405405405405,237.12252654036686,248.34243774043009,59.73065000000002
36,163.6292346782833,362.3626041792487,266.3769878555926,270.36964938463865,64.42376500000002
37,163.43639440086142,318.6090439452903,252.41080806859273,277.2349225105668,63.852507
38,173.7326511499765,2000000.0,22968.494078213665,249.9645221847689,55.599306000000006
39,214.1847670718254,309.0222125166357,266.4211245784716,260.2434393136924,62.78832600000001
40,173.72213795492127,440.3831333259936,256.1518737438001,265.67896603997684,61.45481700000001
41,186.56267302183386,312.1956092809511,255.01992964159965,253.65469300041104,55.81771099999998
42,232.67409007811202,399999.99999999994,5334.25385829209,277.29163904898695,48.773326999999995
43,186.4382740619753,353.4540313395908,268.3604499656308,277.86553585120316,59.43214400000001
44,201.7641755096122,592.0663114268798,264.6179196971521,264.06166845766745,51.42144000000002
45,201.4043996677959,425.78557438473985,277.9218205864173,274.4525009389502,38.12068300000001
46,201.2777499572588,548.1454412570803,271.3905117432122,264.2029739347253,52.388344999999994
47,207.26732188706396,1434.7202295552368,283.91475708858223,276.6693399181449,48.86091599999999
48,234.42443941585802,356.6969859104691,271.07953519601307,256.0693356970503,48.239879999999985
49,207.43418993177303,526.3850506645612,269.8386880054636,275.9965332862646,57.15385300000001
50,212.1710809739622,2275.3128555176336,289.66898152566614,275.6006413449695,67.62406399999999
51,212.12978302153624,326.797385620915,271.0041566944431,257.2227399813607,35.720974999999996
52,212.42647120248895,349.91951851074253,274.36422309052193,276.1672281945792,53.283173
53,219.70880032416915,402.8603081881358,269.9283186306358,275.4942494484573,48.774195999999996
54,219.622147159682,569.4760820045558,277.1529541986904,276.236764185458,68.72332800000002
55,219.61627735263937,423.5493434985176,279.36288205185906,276.7890999016255,52.664098
56,225.50400765226786,312.42328892459443,267.21759067884653,275.4341298564888,42.01780400000002
57,226.35544710955605,329.8236711911709,278.0002007162609,287.8292508321217,40.61110799999998
58,225.13171336547023,2000000.0,25595.144499187256,276.1730821029614,52.179470999999985
59,227.15008637243528,347.0294280955025,273.73367094052566,275.1615494433223,49.72551300000002
60,227.76135104356572,558.7632706276775,283.2684492412718,275.19212722246175,45.09287500000001
61,227.1270674747293,437.49316416930986,280.8112748780476,275.4066212942669,40.896017
62,228.62625603891894,344.2340791738382,270.73686915540173,265.95337588587347,24.453087
63,228.51123536796578,2522.068095838588,309.58791366884896,288.8619221063627,45.133182999999995
64,228.93290157391368,342.407122068139,280.23348811533185,283.2204742655578,64.865936
65,229.56460823734614,1277.9552715654952,286.1772210880487,274.924034148459,56.86948700000003
66,229.65517603397322,608.3958629081322,284.359772488647,287.072945767136,49.03020599999999
67,229.75451513312055,1486.988847583643,294.40025193066384,285.7629668242113,60.21356800000001
68,231.56473075102005,343.6130916587922,271.948928221864,274.4682986827794,35.69517699999999
69,255.5803522876073,419.5804195804196,282.4319210362845,282.99395021821977,48.542728999999994
70,231.39855170348096,308.59927851616953,272.9411874876776,274.9515301566581,57.25440699999998
71,232.4601548765782,398.6922892911251,276.6165807519549,275.2923252522256,47.33294099999999
72,251.41774938819725,1072.961373390558,291.51033283673956,286.295072007838,56.34203599999997
73,232.28572471486927,301.17139822784407,278.18001936679633,285.7774991703234,59.522389
74,233.60925181631194,387.39669421487605,277.16708693962374,275.0370464619825,23.878756000000003
75,233.44032681645754,1066.6666666666667,290.987990188644,285.72459323929434,53.892827
76,233.72710248792643,496.27791563275434,280.46901527271353,285.1447016781568,47.281667
77,235.20394091963547,305.23559368322975,263.9642091102652,257.38683938735414,24.464803999999997
78,235.22355058188427,540.8328826392644,282.15314186183133,285.12488835654744,46.34668899999999
79,235.5354041931968,504.66818067120863,279.74741421929286,275.1216238886093,55.363557
80,236.68047897468588,308.10311184142955,267.3353692730649,274.5506713644146,41.07192400000001
81,236.19993090270677,352.85815102328866,277.6788308490505,284.71768422927425,49.498507999999994
82,236.23199595294258,333.9176892895901,277.70071579114415,283.26572879396133,53.732969
83,237.2575898463338,356.18878005342833,268.3775259715426,270.0612274207173,33.33268300000001
84,237.4750374361555,560.0149337315662,283.0004995277804,284.0153081864429,40.044605
85,237.49924603413956,319.85670419651996,273.25583799359686,275.70749041381623,56.62983600000002
86,238.29311696787857,349.75225881667154,267.1529956844606,262.23260092382577,38.83851799999999
87,238.64565246725033,594.6481665014866,277.88185084781526,283.31710248705747,31.460006999999994
88,238.3765916736459,305.46343166346657,269.51207573829896,271.2578015598483,46.47039799999998
89,240.20491499664388,389.06721136076254,271.83552743130065,270.1870712840798,35.89787299999999
90,255.2646898476266,297.01346313264975,277.52583443634023,283.5910194174189,59.49201100000001
91,240.45640602217028,297.25502044237396,272.49931343931144,282.2701277077365,55.61938
92,241.39545886862774,2103.049421661409,331.53024250343896,256.09979174435944,16.237437999999997
93,241.39708563310157,317.56113051762463,275.5704208479996,282.7306113385979,46.029324999999986
94,241.3742737109995,351.10598384912475,278.6180010361939,282.8788457810262,52.37357500000001
95,242.15260457140087,302.699827857154,275.9335853454982,283.3782866050635,38.973061999999985
96,256.64510690799153,758.3417593528817,286.4623080652884,283.2990748951285,46.23828000000002
97,242.4284618473546,302.5496548387725,273.72001801946124,281.6356222345317,67.128256
98,243.43773831436755,418.36627967785796,277.3747345794472,272.1794538768645,27.324502
99,256.6530027190691,374.41964954320804,280.42662607981794,281.89043781611997,59.47862099999998
100,243.20959995016,301.86457506947875,275.5601750655648,281.6338175159166,72.27743399999997
101,244.43593258608175,358.88601780074646,273.9137836173052,263.3716816478419,34.97258199999999
102,262.4292115596389,411.1842105263158,283.1917896667345,282.02827008921673,53.86621800000002
103,244.28137305674167,304.7566416630773,275.420284608862,281.71679079656064,71.53609500000003
104,245.4942416173107,403.17161671818303,277.60772761633314,282.60880438969,26.234556999999995
105,245.48852837066286,514.2710208279764,280.7914252403551,281.89243521553936,67.58035899999997
106,245.77896034276995,303.1620372488903,274.89701467474003,281.7706051217624,67.887545
107,246.31929531718194,364.0069889341875,267.76637996772774,263.8606121789037,36.956477
108,246.2430430505195,327.37345756736335,276.8421679072696,281.3756313285427,69.09281199999998
109,246.55349039612517,558.1914596706671,278.4708641125965,280.7568381313706,94.86472899999998
110,247.26781015088113,338.78781719009385,274.97145214933886,280.0448071691471,30.076109999999996
111,247.38570007576186,2000000.0,23528.70944667393,280.8145454805649,60.07824599999999
112,247.3543196031866,323.70316419843004,278.17551466362784,280.75242896220414,89.64312900000002
113,247.3788370036633,391.79835444691133,275.6295972572421,265.9698439552184,36.34987500000002
114,264.3447269936222,300.7574460603088,277.2718061596849,280.60636719016486,106.43176199999998
115,247.33746537607925,454.1841716816169,278.12675770913893,280.7679449557377,124.18059499999991
116,248.59207082401113,2152.8525296017224,311.6902265822981,280.56186204477916,31.215996999999994
117,248.66780618479532,314.35243398598885,277.02964654755095,280.78457923073574,139.5503960000001
118,248.42118594325768,351.83737294761534,275.7504652801861,279.71472011524855,145.03587300000004
119,249.56041895747086,320.78013729389875,277.4561661513394,279.8154859386723,111.51840199999998
120,249.3410706097423,297.39776951672866,275.6152149295117,279.7532568247169,135.08206700000002
121,249.2939866455129,292.6944705655231,273.3136643235656,279.5338843068548,132.37180199999997
122,250.3076953132631,774.1935483870968,280.6643102632846,279.83326901888944,152.61602999999994
123,260.5025040138651,286.27235394409837,278.1340054319475,279.84760916458885,219.70444700000007
124,250.2798354944599,294.5054650843691,276.3013854053284,279.71801431826873,230.63182999999995
125,251.40219574677766,294.01709401709405,278.3178142123899,279.9267100977199,231.32885599999994
126,261.3231948036794,293.4735397734906,277.83378340041855,279.9357085454058,245.90312900000004
127,251.42291258050986,293.6890896631372,272.63983340425665,273.9447780780034,255.7085500000001
128,252.2723056946763,292.7545644915909,272.8307115336716,273.91672198843776,217.93606899999983
129,252.50789252417997,290.6584026887949,273.0217363150133,273.8971981380309,234.86158600000022
130,252.2941389239655,296.0594487373064,268.64006446602934,267.9040539345482,261.98632499999985
131,252.33791074303423,294.4367806064307,268.2621828580073,267.97148165039516,219.5575499999999
132,252.35041767229387,295.7647269429991,267.50354696219324,267.76424826983987,247.4648679999998
133,252.33561361018613,290.60748746264323,264.9451418927993,263.2075089682559,277.8403879999999
134,253.22188324036358,290.6393932095335,264.29183748062997,262.9373925115706,234.41874800000014
135,253.30078649264107,295.85798816568047,265.040048353579,263.1652408376525,308.0973489999999
136,253.27452298909526,283.6209557630459,259.74566321068136,257.09660435661885,304.0316840000002
137,253.26213990447692,295.2785823154183,257.3782258710238,256.8681654720258,243.02381600000018
138,253.3649275376307,327.22513089005236,259.11611949472973,257.0145637427309,241.5050799999999
139,252.2442317679353,587.3140172278779,257.4459077686124,253.20438756496046,321.5588300000002
140,252.2168533956353,327.1537622682661,255.8931001230515,253.09863302401757,287.0797790000002
141,252.2261701101022,292.5000119877054,257.8618344248089,253.18366283726377,306.93360500000006
142,253.26088836507125,4694.835680751174,271.20525820217387,255.23301645525345,351.28636500000016
143,253.19164110976394,297.7694987085113,258.0888980186403,254.97785865734494,282.9575420000002
144,253.2667265512291,295.6205920858144,260.3807969602244,255.2626668955172,362.43738199999973
145,253.22774061200764,291.219343261027,261.63243865884726,258.21524172377474,353.69117400000016
146,253.23914785026747,357.80004089143324,260.7080082866996,258.10974826496226,345.7775719999999
147,253.2572026833146,288.13876763049086,261.9197172552391,258.22344683740596,350.4261330000002
148,253.27222941685264,2164.5021645021643,267.28834663937164,262.20014778553787,360.2728679999999
149,253.1784155136785,285.4513699787789,262.4895100468809,262.0266948572033,359.32095500000014
150,253.77542954611638,285.39991207253775,263.5391824412265,262.2100807887607,362.81982299999976
